TestCaseID,Kind,Subtype,TestGroup,DocTypeCode,DocClass,TaxCategory,TransactionFlags,ItemType,Currency,Scenario/CondFields,SeedXML,InstanceXML,Mutation/Build,PredictedOutcome,ExpectedRuleID,RuleLayer,BusinessTerms,RuleMessage,RejectSource,ActualOutcome,FiredRuleIDs,Status,SourceRef,Notes
NEG:aligned-ibrp-s-07,Negative,per-assert,Tax-Category,380,Tax Invoice,S+E+O+AE+Z,FTZ+Continuous+eComm,G,AED,"Fault injected to violate aligned-ibrp-s-07: In a Document level charge (ibg-21) where the Document level charge VAT category code (ibt-102) is ""Standard rated"" the [IBG-21,IBT-102,IBT-103]",pint-invoice/Standard.invoice.-.Extensive.xml,catalog_xml/NEG_aligned-ibrp-s-07.xml,seed=pint-invoice/Standard.invoice.-.Extensive.xml ; set cac:AllowanceCharge/cac:TaxCategory/cbc:Percent = 0,INVALID (fires aligned-ibrp-s-07),aligned-ibrp-s-07,AE,"IBG-21,IBT-102,IBT-103","In a Document level charge (ibg-21) where the Document level charge VAT category code (ibt-102) is ""Standard rated"" the ",schematron,FAIL,aligned-ibrp-s-06;aligned-ibrp-s-07;aligned-ibrp-s-08;ibr-190-ae,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-s-06;aligned-ibrp-s-08;ibr-190-ae): category cascade — changing the category code/rate triggers the related per-category breakdown/rate rules
NEG:aligned-ibrp-s-08,Negative,per-assert,Tax-Category,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-s-08: For each different value of VAT category rate (ibt-119) where the VAT category code (ibt-118) is ""Standard rated"", the V [IBG-23,IBT-102,IBT-103,IBT-116,IBT-118,IBT-119,IBT-131,IBT-151,IBT-152,IBT-92,IBT-95,IBT-96,IBT-99]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_aligned-ibrp-s-08.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount = 99999.99,INVALID (fires aligned-ibrp-s-08),aligned-ibrp-s-08,AE,"IBG-23,IBT-102,IBT-103,IBT-116,IBT-118,IBT-119,IBT-131,IBT-151,IBT-152,IBT-92,IBT-95,IBT-96,IBT-99","For each different value of VAT category rate (ibt-119) where the VAT category code (ibt-118) is ""Standard rated"", the V",schematron,FAIL,aligned-ibrp-s-08;aligned-ibrp-s-09,VERIFIED,schematron AE,co-fires EXPECTED (aligned-ibrp-s-09): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-s-09,Negative,per-assert,Tax-Category,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-s-09: The VAT category tax amount (ibt-117) in a VAT breakdown (ibg-23) where VAT category code (ibt-118) is ""Standard rated"" [IBG-23,IBT-116,IBT-117,IBT-118,IBT-119]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_aligned-ibrp-s-09.xml,seed=pint-invoice/Standard tax invoice.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount = 99999.99,INVALID (fires aligned-ibrp-s-09),aligned-ibrp-s-09,AE,"IBG-23,IBT-116,IBT-117,IBT-118,IBT-119","The VAT category tax amount (ibt-117) in a VAT breakdown (ibg-23) where VAT category code (ibt-118) is ""Standard rated"" ",schematron,FAIL,aligned-ibrp-s-09;ibr-co-14,VERIFIED,schematron AE,co-fires EXPECTED (ibr-co-14): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-s-10,Negative,per-assert,Tax-Category,380,Tax Invoice,S,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-s-10: A VAT breakdown (ibg-23) with VAT Category code (ibt-118) ""Standard rate"" MUST not have a VAT exemption reason code (IBT [IBG-23,IBT-118,IBT-185,IBT-186]",pint-invoice/Standard tax invoice.xml,catalog_xml/NEG_aligned-ibrp-s-10.xml,seed=pint-invoice/Standard tax invoice.xml ; add cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory (<cbc:TaxExemptionReason>x</cbc:TaxExemptionReason>),INVALID (fires aligned-ibrp-s-10),aligned-ibrp-s-10,AE,"IBG-23,IBT-118,IBT-185,IBT-186","A VAT breakdown (ibg-23) with VAT Category code (ibt-118) ""Standard rate"" MUST not have a VAT exemption reason code (IBT",schematron,FAIL,aligned-ibrp-s-10,VERIFIED,schematron AE,
NEG:ibr-102-ae,Negative,per-assert,Transaction-Flag,380,Tax Invoice,N,Margin,n/a,AED,"Fault injected to violate ibr-102-ae: In a VAT Breakdown (IBG-23) where the VAT category code (IBT-118) is 'Standard rate additional VAT', for each different [IBG-23,IBT-116,IBT-118,IBT-119,IBT-131,IBT-151,IBT-152]",pint-invoice/Margin scheme.xml,catalog_xml/NEG_ibr-102-ae.xml,seed=pint-invoice/Margin scheme.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount = 99999.99,INVALID (fires ibr-102-ae),ibr-102-ae,AE,"IBG-23,IBT-116,IBT-118,IBT-119,IBT-131,IBT-151,IBT-152","In a VAT Breakdown (IBG-23) where the VAT category code (IBT-118) is 'Standard rate additional VAT', for each different ",schematron,FAIL,ibr-102-ae,VERIFIED,schematron AE,
NEG:ibr-108-ae,Negative,per-assert,Transaction-Flag,380,Tax Invoice,N,Margin,n/a,AED,"Fault injected to violate ibr-108-ae: In a VAT breakdown (IBG-23), where VAT category code (IBT-118) is 'Standard rate additional VAT', VAT category tax amoun [IBG-23,IBT-117,IBT-118]",pint-invoice/Margin scheme.xml,catalog_xml/NEG_ibr-108-ae.xml,seed=pint-invoice/Margin scheme.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount = 99999.99,INVALID (fires ibr-108-ae),ibr-108-ae,AE,"IBG-23,IBT-117,IBT-118","In a VAT breakdown (IBG-23), where VAT category code (IBT-118) is 'Standard rate additional VAT', VAT category tax amoun",schematron,FAIL,ibr-108-ae;ibr-co-14,VERIFIED,schematron AE,co-fires EXPECTED (ibr-co-14): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-e-08,Negative,per-assert,Tax-Category,480,Commercial Invoice,E,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-e-08: In a VAT breakdown (ibg-23) where the VAT category code (ibt-118) is ""Exempt from VAT"" the VAT category taxable amount ( [IBG-23,IBT-102,IBT-116,IBT-118,IBT-131,IBT-151,IBT-92,IBT-95,IBT-99]",pint-invoice/Doc-level-allowance-E-category.xml,catalog_xml/NEG_aligned-ibrp-e-08.xml,seed=pint-invoice/Doc-level-allowance-E-category.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount = 99999.99,INVALID (fires aligned-ibrp-e-08),aligned-ibrp-e-08,AE,"IBG-23,IBT-102,IBT-116,IBT-118,IBT-131,IBT-151,IBT-92,IBT-95,IBT-99","In a VAT breakdown (ibg-23) where the VAT category code (ibt-118) is ""Exempt from VAT"" the VAT category taxable amount (",schematron,FAIL,aligned-ibrp-e-08,VERIFIED,schematron AE,
NEG:aligned-ibrp-e-09,Negative,per-assert,Tax-Category,480,Commercial Invoice,E,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-e-09: The VAT category tax amount (ibt-117) In a VAT breakdown (ibg-23) where the VAT category code (ibt-118) equals ""Exempt f [IBG-23,IBT-117,IBT-118]",pint-invoice/Doc-level-allowance-E-category.xml,catalog_xml/NEG_aligned-ibrp-e-09.xml,seed=pint-invoice/Doc-level-allowance-E-category.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount = 99,INVALID (fires aligned-ibrp-e-09),aligned-ibrp-e-09,AE,"IBG-23,IBT-117,IBT-118","The VAT category tax amount (ibt-117) In a VAT breakdown (ibg-23) where the VAT category code (ibt-118) equals ""Exempt f",schematron,FAIL,aligned-ibrp-e-09;ibr-co-14,VERIFIED,schematron AE,co-fires EXPECTED (ibr-co-14): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-121-ae,Negative,per-assert,Allowance-Charge,480,Commercial Invoice,E,Standard,n/a,AED,"Fault injected to violate ibr-121-ae: In a VAT breakdown (IBG-23) where VAT category code (IBT-118) is 'Exempt from VAT', VAT category Rate (IBT-119) shall no [IBG-23,IBT-118,IBT-119]",pint-invoice/Doc-level-allowance-E-category.xml,catalog_xml/NEG_ibr-121-ae.xml,seed=pint-invoice/Doc-level-allowance-E-category.xml ; add cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory (<cbc:Percent>5</cbc:Percent>),INVALID (fires ibr-121-ae),ibr-121-ae,AE,"IBG-23,IBT-118,IBT-119","In a VAT breakdown (IBG-23) where VAT category code (IBT-118) is 'Exempt from VAT', VAT category Rate (IBT-119) shall no",schematron,FAIL,ibr-119-ae;ibr-121-ae,VERIFIED,schematron AE,co-fires EXPECTED (ibr-119-ae): category cascade — changing the category code/rate triggers the related per-category breakdown/rate rules
NEG:aligned-ibrp-e-05,Negative,per-assert,Tax-Category,480,Commercial Invoice,E,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-e-05: In an Invoice line (ibg-25) where the Invoiced item VAT category code (ibt-151) is ""Exempt from VAT"", the Invoiced item [IBG-25,IBT-151,IBT-152]",pint-invoice/Doc-level-allowance-E-category.xml,catalog_xml/NEG_aligned-ibrp-e-05.xml,seed=pint-invoice/Doc-level-allowance-E-category.xml ; add cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory (<cbc:Percent>5</cbc:Percent>),INVALID (fires aligned-ibrp-e-05),aligned-ibrp-e-05,AE,"IBG-25,IBT-151,IBT-152","In an Invoice line (ibg-25) where the Invoiced item VAT category code (ibt-151) is ""Exempt from VAT"", the Invoiced item ",schematron,FAIL,aligned-ibrp-e-05,VERIFIED,schematron AE,
NEG:ibr-163-ae,Negative,per-assert,Currency/FX,480,Commercial Invoice,E,Standard,n/a,AED,"Fault injected to violate ibr-163-ae: In Line VAT information (IBG-30) where Invoiced item VAT category code (IBT-151) is 'Exempt', VAT Line amount [BTAE-08] [BTAE-08,IBG-30,IBT-151]",pint-invoice/Doc-level-allowance-E-category.xml,catalog_xml/NEG_ibr-163-ae.xml,"seed=pint-invoice/Doc-level-allowance-E-category.xml ; add cac:InvoiceLine/cac:ItemPriceExtension (<cac:TaxTotal><cbc:TaxAmount currencyID=""AED"">5</cbc:TaxAmount></cac:TaxTotal>)",INVALID (fires ibr-163-ae),ibr-163-ae,AE,"BTAE-08,IBG-30,IBT-151","In Line VAT information (IBG-30) where Invoiced item VAT category code (IBT-151) is 'Exempt', VAT Line amount [BTAE-08] ",schematron,FAIL,ibr-163-ae,VERIFIED,schematron AE,
NEG:aligned-ibrp-e-06,Negative,per-assert,Tax-Category,480,Commercial Invoice,E,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-e-06: In a Document level allowance (ibg-20) where the Document level allowance VAT category code (ibt-95) is ""Exempt from VAT [IBG-20,IBT-95,IBT-96]",pint-invoice/Doc-level-allowance-E-category.xml,catalog_xml/NEG_aligned-ibrp-e-06.xml,seed=pint-invoice/Doc-level-allowance-E-category.xml ; set cac:AllowanceCharge/cac:TaxCategory/cbc:Percent = 5,INVALID (fires aligned-ibrp-e-06),aligned-ibrp-e-06,AE,"IBG-20,IBT-95,IBT-96","In a Document level allowance (ibg-20) where the Document level allowance VAT category code (ibt-95) is ""Exempt from VAT",schematron,FAIL,aligned-ibrp-e-06,VERIFIED,schematron AE,
NEG:aligned-ibrp-e-07,Negative,per-assert,Tax-Category,480,Commercial Invoice,E,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-e-07: In a Document level charge (ibg-21) where the Document level charge VAT category code (ibt-102) is ""Exempt from VAT"", th [IBG-21,IBT-102,IBT-103]",pint-invoice/Doc-level-charge-E-category.xml,catalog_xml/NEG_aligned-ibrp-e-07.xml,seed=pint-invoice/Doc-level-charge-E-category.xml ; set cac:AllowanceCharge/cac:TaxCategory/cbc:Percent = 5,INVALID (fires aligned-ibrp-e-07),aligned-ibrp-e-07,AE,"IBG-21,IBT-102,IBT-103","In a Document level charge (ibg-21) where the Document level charge VAT category code (ibt-102) is ""Exempt from VAT"", th",schematron,FAIL,aligned-ibrp-e-07,VERIFIED,schematron AE,
NEG:aligned-ibrp-z-05,Negative,per-assert,Tax-Category,380,Tax Invoice,Z,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-z-05: In an Invoice line (ibg-25) where the Invoiced item VAT category code (ibt-151) is ""Zero rated"" the Invoiced item VAT ra [IBG-25,IBT-151,IBT-152]",pint-invoice/Zero rated supplies.xml,catalog_xml/NEG_aligned-ibrp-z-05.xml,seed=pint-invoice/Zero rated supplies.xml ; set cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory/cbc:Percent = 5,INVALID (fires aligned-ibrp-z-05),aligned-ibrp-z-05,AE,"IBG-25,IBT-151,IBT-152","In an Invoice line (ibg-25) where the Invoiced item VAT category code (ibt-151) is ""Zero rated"" the Invoiced item VAT ra",schematron,FAIL,aligned-ibrp-z-05,VERIFIED,schematron AE,
NEG:ibr-165-ae,Negative,per-assert,Tax-Category,380,Tax Invoice,Z,Standard,n/a,AED,"Fault injected to violate ibr-165-ae: In Line VAT information (IBG-30) where Invoiced item VAT category code (IBT-151) is 'Zero Rated', VAT Line amount [BTAE- [BTAE-08,IBG-30,IBT-151]",pint-invoice/Zero rated supplies.xml,catalog_xml/NEG_ibr-165-ae.xml,seed=pint-invoice/Zero rated supplies.xml ; set cac:InvoiceLine/cac:ItemPriceExtension/cac:TaxTotal/cbc:TaxAmount = 99999.99,INVALID (fires ibr-165-ae),ibr-165-ae,AE,"BTAE-08,IBG-30,IBT-151","In Line VAT information (IBG-30) where Invoiced item VAT category code (IBT-151) is 'Zero Rated', VAT Line amount [BTAE-",schematron,FAIL,ibr-165-ae,VERIFIED,schematron AE,
NEG:aligned-ibrp-z-06,Negative,per-assert,Tax-Category,380,Tax Invoice,Z,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-z-06: In a Document level allowance (ibg-20) where the Document level allowance VAT category code (ibt-95) is ""Zero rated"" the [IBG-20,IBT-95,IBT-96]",pint-invoice/Doc-level-allowance-Z-category.xml,catalog_xml/NEG_aligned-ibrp-z-06.xml,seed=pint-invoice/Doc-level-allowance-Z-category.xml ; set cac:AllowanceCharge/cac:TaxCategory/cbc:Percent = 5,INVALID (fires aligned-ibrp-z-06),aligned-ibrp-z-06,AE,"IBG-20,IBT-95,IBT-96","In a Document level allowance (ibg-20) where the Document level allowance VAT category code (ibt-95) is ""Zero rated"" the",schematron,FAIL,aligned-ibrp-z-06,VERIFIED,schematron AE,
NEG:aligned-ibrp-z-07,Negative,per-assert,Tax-Category,380,Tax Invoice,Z,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-z-07: In a Document level charge (ibg-21) where the Document level charge VAT category code (ibt-102) is ""Zero rated"" the Docu [IBG-21,IBT-102,IBT-103]",pint-invoice/Doc-level-charge-Z-category.xml,catalog_xml/NEG_aligned-ibrp-z-07.xml,seed=pint-invoice/Doc-level-charge-Z-category.xml ; set cac:AllowanceCharge/cac:TaxCategory/cbc:Percent = 5,INVALID (fires aligned-ibrp-z-07),aligned-ibrp-z-07,AE,"IBG-21,IBT-102,IBT-103","In a Document level charge (ibg-21) where the Document level charge VAT category code (ibt-102) is ""Zero rated"" the Docu",schematron,FAIL,aligned-ibrp-z-07,VERIFIED,schematron AE,
NEG:aligned-ibrp-z-08,Negative,per-assert,Tax-Category,380,Tax Invoice,Z,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-z-08: In a VAT breakdown (ibg-23) where VAT category code (ibt-118) is ""Zero rated"" the VAT category taxable amount (ibt-116) [IBG-23,IBT-102,IBT-116,IBT-118,IBT-131,IBT-151,IBT-92,IBT-95,IBT-99]",pint-invoice/Zero rated supplies.xml,catalog_xml/NEG_aligned-ibrp-z-08.xml,seed=pint-invoice/Zero rated supplies.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount = 99999.99,INVALID (fires aligned-ibrp-z-08),aligned-ibrp-z-08,AE,"IBG-23,IBT-102,IBT-116,IBT-118,IBT-131,IBT-151,IBT-92,IBT-95,IBT-99","In a VAT breakdown (ibg-23) where VAT category code (ibt-118) is ""Zero rated"" the VAT category taxable amount (ibt-116) ",schematron,FAIL,aligned-ibrp-z-08,VERIFIED,schematron AE,
NEG:aligned-ibrp-z-09,Negative,per-assert,Tax-Category,380,Tax Invoice,Z,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-z-09: The VAT category tax amount (ibt-117) in a VAT breakdown (ibg-23) where VAT category code (ibt-118) is ""Zero rated"" MUST [IBG-23,IBT-117,IBT-118]",pint-invoice/Zero rated supplies.xml,catalog_xml/NEG_aligned-ibrp-z-09.xml,seed=pint-invoice/Zero rated supplies.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount = 99,INVALID (fires aligned-ibrp-z-09),aligned-ibrp-z-09,AE,"IBG-23,IBT-117,IBT-118","The VAT category tax amount (ibt-117) in a VAT breakdown (ibg-23) where VAT category code (ibt-118) is ""Zero rated"" MUST",schematron,FAIL,aligned-ibrp-z-09;ibr-co-14,VERIFIED,schematron AE,co-fires EXPECTED (ibr-co-14): in-family arithmetic/category cascade of the single injected fault
NEG:ibr-120-ae,Negative,per-assert,Tax-Category,380,Tax Invoice,Z,Standard,n/a,AED,"Fault injected to violate ibr-120-ae: In a VAT breakdown (IBG-23) where VAT category code (IBT-118) is 'Zero Rated', VAT category Rate (IBT-119) shall equal t [IBG-23,IBT-118,IBT-119]",pint-invoice/Zero rated supplies.xml,catalog_xml/NEG_ibr-120-ae.xml,seed=pint-invoice/Zero rated supplies.xml ; set cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory/cbc:Percent = 5,INVALID (fires ibr-120-ae),ibr-120-ae,AE,"IBG-23,IBT-118,IBT-119","In a VAT breakdown (IBG-23) where VAT category code (IBT-118) is 'Zero Rated', VAT category Rate (IBT-119) shall equal t",schematron,FAIL,ibr-120-ae,VERIFIED,schematron AE,
NEG:aligned-ibrp-o-05,Negative,per-assert,Tax-Category,480,Commercial Invoice,O,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-o-05: An Invoice line (ibg-25) where the VAT category code (ibt-151) is ""Not subject to VAT"" MUST not contain an Invoiced item [IBG-25,IBT-151,IBT-152]",pint-invoice/Doc-level-allowance-O-category.xml,catalog_xml/NEG_aligned-ibrp-o-05.xml,seed=pint-invoice/Doc-level-allowance-O-category.xml ; add cac:InvoiceLine/cac:Item/cac:ClassifiedTaxCategory (<cbc:Percent>5</cbc:Percent>),INVALID (fires aligned-ibrp-o-05),aligned-ibrp-o-05,AE,"IBG-25,IBT-151,IBT-152","An Invoice line (ibg-25) where the VAT category code (ibt-151) is ""Not subject to VAT"" MUST not contain an Invoiced item",schematron,FAIL,aligned-ibrp-o-05,VERIFIED,schematron AE,
NEG:aligned-ibrp-o-06,Negative,per-assert,Tax-Category,480,Commercial Invoice,O,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-o-06: A Document level allowance (ibg-20) where VAT category code (ibt-95) is ""Not subject to VAT"" MUST not contain a Document [IBG-20,IBT-95,IBT-96]",pint-invoice/Doc-level-allowance-O-category.xml,catalog_xml/NEG_aligned-ibrp-o-06.xml,seed=pint-invoice/Doc-level-allowance-O-category.xml ; add cac:AllowanceCharge/cac:TaxCategory (<cbc:Percent>5</cbc:Percent>),INVALID (fires aligned-ibrp-o-06),aligned-ibrp-o-06,AE,"IBG-20,IBT-95,IBT-96","A Document level allowance (ibg-20) where VAT category code (ibt-95) is ""Not subject to VAT"" MUST not contain a Document",schematron,FAIL,aligned-ibrp-o-06,VERIFIED,schematron AE,
NEG:aligned-ibrp-o-07,Negative,per-assert,Tax-Category,480,Commercial Invoice,O,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-o-07: A Document level charge (ibg-21) where the VAT category code (ibt-102) is ""Not subject to VAT"" MUST not contain a Docume [IBG-21,IBT-102,IBT-103]",pint-invoice/Doc-level-charge-O-category.xml,catalog_xml/NEG_aligned-ibrp-o-07.xml,seed=pint-invoice/Doc-level-charge-O-category.xml ; add cac:AllowanceCharge/cac:TaxCategory (<cbc:Percent>5</cbc:Percent>),INVALID (fires aligned-ibrp-o-07),aligned-ibrp-o-07,AE,"IBG-21,IBT-102,IBT-103","A Document level charge (ibg-21) where the VAT category code (ibt-102) is ""Not subject to VAT"" MUST not contain a Docume",schematron,FAIL,aligned-ibrp-o-07,VERIFIED,schematron AE,
NEG:aligned-ibrp-o-08,Negative,per-assert,Tax-Category,480,Commercial Invoice,O,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-o-08: In a VAT breakdown (ibg-23) where the VAT category code (ibt-118) is "" Not subject to VAT"" the VAT category taxable amou [IBG-23,IBT-102,IBT-116,IBT-118,IBT-131,IBT-151,IBT-92,IBT-95,IBT-99]",pint-invoice/Doc-level-allowance-O-category.xml,catalog_xml/NEG_aligned-ibrp-o-08.xml,seed=pint-invoice/Doc-level-allowance-O-category.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxableAmount = 99999.99,INVALID (fires aligned-ibrp-o-08),aligned-ibrp-o-08,AE,"IBG-23,IBT-102,IBT-116,IBT-118,IBT-131,IBT-151,IBT-92,IBT-95,IBT-99","In a VAT breakdown (ibg-23) where the VAT category code (ibt-118) is "" Not subject to VAT"" the VAT category taxable amou",schematron,FAIL,aligned-ibrp-o-08,VERIFIED,schematron AE,
NEG:aligned-ibrp-o-09,Negative,per-assert,Tax-Category,480,Commercial Invoice,O,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-o-09: The VAT category tax amount (ibt-117) in a VAT breakdown (ibg-23) where the VAT category code (ibt-118) is ""Not subject [IBG-23,IBT-117,IBT-118]",pint-invoice/Doc-level-allowance-O-category.xml,catalog_xml/NEG_aligned-ibrp-o-09.xml,seed=pint-invoice/Doc-level-allowance-O-category.xml ; set cac:TaxTotal/cac:TaxSubtotal/cbc:TaxAmount = 99,INVALID (fires aligned-ibrp-o-09),aligned-ibrp-o-09,AE,"IBG-23,IBT-117,IBT-118","The VAT category tax amount (ibt-117) in a VAT breakdown (ibg-23) where the VAT category code (ibt-118) is ""Not subject ",schematron,FAIL,aligned-ibrp-o-09;ibr-co-14,VERIFIED,schematron AE,co-fires EXPECTED (ibr-co-14): in-family arithmetic/category cascade of the single injected fault
NEG:aligned-ibrp-o-11-ae,Negative,per-assert,Tax-Category,480,Commercial Invoice,O,Standard,n/a,AED,"Fault injected to violate aligned-ibrp-o-11-ae: In a VAT breakdown (IBG-23) where VAT category code (IBT-118) is 'Not Subject to VAT', VAT category tax Rate (IBT-119) s [IBG-23,IBT-118,IBT-119]",pint-invoice/Doc-level-allowance-O-category.xml,catalog_xml/NEG_aligned-ibrp-o-11-ae.xml,seed=pint-invoice/Doc-level-allowance-O-category.xml ; add cac:TaxTotal/cac:TaxSubtotal/cac:TaxCategory (<cbc:Percent>5</cbc:Percent>),INVALID (fires aligned-ibrp-o-11-ae),aligned-ibrp-o-11-ae,AE,"IBG-23,IBT-118,IBT-119","In a VAT breakdown (IBG-23) where VAT category code (IBT-118) is 'Not Subject to VAT', VAT category tax Rate (IBT-119) s",schematron,FAIL,aligned-ibrp-o-11-ae;ibr-119-ae,VERIFIED,schematron AE,co-fires EXPECTED (ibr-119-ae): category cascade — changing the category code/rate triggers the related per-category breakdown/rate rules
